lipid_target,15JAN2021 WA COVID-LTR_1,15JAN2021 WA COVID-LTR_10,15JAN2021 WA COVID-LTR_11,15JAN2021 WA COVID-LTR_12,15JAN2021 WA COVID-LTR_13,15JAN2021 WA COVID-LTR_14,15JAN2021 WA COVID-LTR_15,15JAN2021 WA COVID-LTR_16,15JAN2021 WA COVID-LTR_17,15JAN2021 WA COVID-LTR_18,15JAN2021 WA COVID-LTR_19,15JAN2021 WA COVID-LTR_2,15JAN2021 WA COVID-LTR_20,15JAN2021 WA COVID-LTR_21,15JAN2021 WA COVID-LTR_22,15JAN2021 WA COVID-LTR_23,15JAN2021 WA COVID-LTR_3,15JAN2021 WA COVID-LTR_4,15JAN2021 WA COVID-LTR_5,15JAN2021 WA COVID-LTR_6,15JAN2021 WA COVID-LTR_7,15JAN2021 WA COVID-LTR_8,15JAN2021 WA COVID-LTR_9
CE(14:0),1.595270245,1.808239325,2.153294419,1.364440014,1.328639621,1.483429367,1.523341264,1.646454198,1.794532967,1.770414645,1.612400144,1.507009423,1.409733049,1.843344015,1.339059387,2.005765233,1.232499275,1.51168171,1.739479376,1.10989528,1.364505649,1.94919969,1.948461853
CE(16:0),30.27991213,26.44004746,32.12668577,30.44301894,30.07465089,26.30484384,27.13163893,27.0587191,28.81831417,23.93082266,30.80006901,26.48736796,29.03119459,37.70649201,30.03654155,27.62743743,24.42638667,27.79914659,24.51240812,26.41126808,23.56010075,28.93699141,24.79768688
CE(16:1),6.37158188,5.994968693,7.30907486,6.576783409,6.447367911,5.600763592,6.095337972,5.586103562,5.164283517,7.283232311,7.788059976,6.775090641,5.692029199,5.418592023,6.748014301,8.278046888,6.706978422,8.716175453,6.610290432,6.573288657,5.462870277,5.568461505,6.659682095
CE(18:0),0.577796638,0.594205876,0.638022677,0.564818738,0.543581744,0.677205327,0.709087056,0.706182746,0.564284671,0.746184559,0.64120594,0.59040836,0.532259588,0.548749607,0.775204799,0.575050719,0.493832402,0.547989475,0.67661554,0.497820996,0.65331626,0.758628638,0.592587374
CE(18:1),12.96899447,12.77241452,13.43738174,12.63695192,14.13148843,12.61619024,11.44917252,13.37614232,11.80029194,14.59203301,14.31933205,11.60415792,10.80739505,14.4079844,13.93586448,13.16861393,14.05458269,11.58194219,14.40086519,12.96712205,14.43624922,14.43610119,12.53531121
CE(18:2),7.945738004,9.081879633,9.697427376,8.259866516,8.176286668,9.374981083,7.857011446,9.146466859,8.009620096,10.42412371,8.065590342,8.271892533,8.330225348,8.913928734,7.827015047,7.736439841,9.221054485,8.37172232,7.871370816,9.518825474,8.031649467,8.533661653,9.132438399
CE(18:3),1.488925394,1.829670445,2.175199306,1.910284852,1.857124508,2.280183619,1.577141687,1.808831612,1.658355734,2.296860245,1.826249285,1.450336743,1.671252018,1.679011544,1.503212603,1.780614287,1.90033586,1.714352441,1.784007778,1.634399079,1.599178039,1.961689167,1.838561356
CE(20:0),0.002727702,0.003917244,0.003116449,0.003587443,0.002204201,0.003034987,0.003019334,0.002705968,0.002329957,0.003339146,0.002531731,0.002661335,0.002978864,0.002552696,0.002899433,0.002824845,0.003143852,0.002872095,0.002805595,0.002897885,0.003272782,0.002868778,0.002435491
CE(20:1),0.013408096,0.01333984,0.013374687,0.013309465,0.010216158,0.010328098,0.013870798,0.01150771,0.011393016,0.014119504,0.014773135,0.015043262,0.01168357,0.010259756,0.015158236,0.011253161,0.0108901,0.011800896,0.012162369,0.011870769,0.015863809,0.011291502,0.009952109
CE(20:2),0.061057843,0.078476981,0.076494156,0.080661819,0.073267498,0.060703762,0.061177688,0.056738942,0.063005209,0.063867363,0.070654762,0.067734602,0.066194342,0.058405525,0.059012754,0.062633541,0.061992327,0.065774392,0.065320471,0.075906011,0.0720318,0.065624922,0.058453632
CE(20:3),2.69542887,2.952948475,2.629631168,2.543669225,2.569537828,2.579908788,2.632189219,2.354685427,2.61387921,3.010361205,2.464775862,2.462080484,2.423738979,2.452632568,2.868418183,2.627675753,3.023068359,2.345084011,2.244944003,2.510994558,3.157907699,2.609853072,2.02402317
CE(20:4),10.67053623,10.40477429,11.30743291,12.32166248,10.32111708,10.16946688,9.834146929,8.746480246,10.16319334,8.980082111,11.08356612,10.51906774,9.463968385,10.65411849,9.013447452,10.24609511,11.58939865,11.70092748,10.64002023,10.62558456,11.01625306,9.929720771,9.757999004
CE(20:5),1.422891077,1.669836724,1.327724293,1.537698829,1.370690898,1.339383496,1.551527124,1.492574555,1.483680835,1.807408358,1.586382879,1.607053933,1.34785377,1.463067549,1.554247485,1.650930515,1.256720211,1.357536689,1.334014083,1.08636307,1.166827209,1.568724143,1.236845768
CE(22:0),1.85E-06,1.78E-06,2.72E-06,3.27E-06,1.65E-06,2.73E-06,2.47E-06,2.43E-06,2.35E-06,1.92E-06,3.48E-06,2.58E-06,1.69E-06,1.39E-06,2.09E-06,2.33E-06,2.21E-06,2.08E-06,2.36E-06,2.66E-06,3.13E-06,3.49E-07,2.64E-06
CE(22:2),9.31E-04,0.001149264,0.001189485,0.001223182,9.28E-04,0.001029136,0.00107777,9.27E-04,8.30E-04,0.001065097,0.001419738,8.89E-04,0.001091004,9.85E-04,0.001178625,0.001106706,0.001103163,0.001371495,0.001066462,0.00104251,0.001122231,0.001262392,7.83E-04
CE(22:4),0.025419395,0.036007971,0.031481268,0.035522358,0.03508797,0.030881263,0.031316109,0.031379099,0.032482628,0.032673831,0.042859685,0.034389404,0.034673834,0.02917723,0.032770064,0.032059992,0.03675873,0.034267774,0.038172645,0.031880992,0.031345041,0.03212367,0.029001664
CE(22:5),0.109074828,0.131430703,0.131849531,0.13473561,0.123342132,0.112825237,0.130194792,0.109163083,0.126736361,0.124911715,0.158239194,0.12009526,0.140461397,0.122368011,0.12693549,0.119749759,0.139471319,0.137622628,0.134897551,0.113301403,0.119726315,0.123247192,0.111089446
CE(22:6),0.711995167,0.843521773,0.72458134,0.882565093,0.794747442,0.781237128,0.782708021,0.749757136,0.758243152,0.824246204,1.040963195,0.810014172,0.911076089,0.792909746,0.827910389,0.861460785,0.875273312,0.905339806,0.873488872,0.711849319,0.821653572,0.868771204,0.781561272
CE(24:1),3.23E-06,2.39E-06,3.31E-06,1.61E-06,3.47E-06,3.45E-06,3.55E-06,3.33E-06,2.77E-06,4.00E-06,4.38E-06,2.75E-06,4.49E-06,3.51E-06,2.01E-06,3.81E-06,3.16E-06,3.75E-06,3.38E-06,3.00E-06,3.60E-06,2.81E-06,2.38E-06
CER(14:0),0.006230801,0.006917021,0.005947829,0.007091391,0.006509686,0.006591866,0.006820883,0.006208265,0.005721924,0.006727037,0.006797243,0.006708638,0.006466826,0.005818828,0.005715771,0.005984185,0.006862731,0.006755761,0.006397647,0.006495507,0.006932408,0.006454982,0.00603584
CER(16:0),0.157652205,0.181690522,0.171146677,0.184593488,0.176736775,0.189577869,0.164503131,0.154542652,0.158460732,0.181910377,0.188184581,0.169842426,0.169400742,0.178795669,0.171544773,0.170624688,0.1740126,0.177511546,0.172826185,0.185336933,0.178002414,0.163015134,0.167674703
CER(18:0),0.068635525,0.074381662,0.07164653,0.068692216,0.070206865,0.070526887,0.061406645,0.069395242,0.070595214,0.071536515,0.078311656,0.067249201,0.077961583,0.066795983,0.074383195,0.074444069,0.069896195,0.075089345,0.074385276,0.074743702,0.06845108,0.071189532,0.069919552
CER(20:0),0.152611156,0.163266044,0.17724859,0.175907915,0.128265341,0.184289369,0.160391546,0.15896069,0.158636053,0.156387128,0.193691205,0.17106355,0.176543214,0.154470715,0.162451917,0.176462863,0.157834389,0.175986826,0.154192439,0.16477328,0.154798549,0.160064505,0.177096903
CER(20:1),0.003020248,0.004825249,0.004235844,0.004686155,0.005027521,0.004998098,0.003292768,0.003966024,0.003456734,0.003982266,0.003966542,0.004599466,0.00365844,0.003192848,0.003649299,0.004427836,0.004208457,0.00419407,0.003406016,0.004226026,0.002930858,0.003005963,0.001537836
CER(22:0),1.862074704,2.26229759,2.185364792,2.166838845,2.132968239,2.105876021,1.96488287,2.001839423,1.859811822,2.063278802,2.19007479,2.047520825,2.08537958,2.023722209,1.938218507,2.06268039,2.09035845,2.162613735,1.976640013,2.211309224,2.048814006,2.120297541,1.980776228
CER(22:1),0.024317693,0.034409261,0.034676832,0.035820111,0.036731524,0.034138412,0.029915875,0.027077251,0.029877749,0.033319662,0.030106936,0.033529829,0.032404978,0.031805222,0.029895418,0.034437742,0.031129581,0.032607642,0.03178198,0.029109177,0.031450577,0.031802026,0.02931967
CER(24:0),8.18033753,9.114262307,9.22035599,9.059564607,8.829146817,8.992377045,8.297730873,8.196654939,8.077029159,8.586437641,9.352722529,8.900420349,8.899335307,8.499449394,8.2859917,8.37899564,8.80902224,9.047748396,8.721687072,9.099253615,8.820036648,8.87123345,8.463974849
CER(24:1),2.452822902,2.826151342,2.763734703,2.701540698,2.707855238,2.702749191,2.517976282,2.438801534,2.46397356,2.581238535,2.754176013,2.613597185,2.643086627,2.409134532,2.452114941,2.547794057,2.731993391,2.767509525,2.674895785,2.707342452,2.71668438,2.683320204,2.581811242
CER(26:0),0.117934776,0.130072367,0.129020763,0.130759691,0.119368755,0.134713784,0.118848979,0.108206446,0.106497563,0.121000791,0.123703976,0.130386931,0.116901996,0.112087872,0.10781321,0.110327082,0.128525068,0.128188005,0.123576854,0.130405214,0.115278955,0.125355754,0.116807937
CER(26:1),0.046373807,0.051465315,0.047446344,0.050771818,0.049429151,0.050370714,0.046406124,0.042854148,0.042513568,0.044417001,0.048303006,0.050205094,0.046516939,0.042806133,0.04049045,0.04335977,0.051710707,0.052236798,0.049862889,0.049498349,0.050918028,0.047627174,0.045313148
DAG(14:0_14:0),0.083692931,0.130289228,0.093731492,0.130669593,0.115048044,0.126538869,0.102516844,0.088664714,0.087610189,0.099417524,0.108070338,0.096235817,0.094886749,0.089920224,0.10687664,0.097084253,0.10050721,0.110246662,0.096632383,0.101108756,0.101044191,0.09366979,0.107665103
DAG(14:0_16:1),0.128049792,0.203748236,0.172132579,0.226383087,0.225415802,0.296195466,0.237066782,0.118594066,0.146761626,0.1672947,0.159278273,0.1695443,0.152782017,0.159748471,0.179616546,0.166758158,0.183147152,0.180671449,0.162788449,0.141487837,0.152567267,0.165823438,0.169015014
DAG(14:0_18:1),0.684344306,0.785958865,0.821471602,0.773100376,0.782633621,0.858173058,0.823535294,0.709450281,0.751484917,0.769648405,0.750192704,0.845230786,0.698902924,0.69077795,0.821482349,0.686867592,0.7795574,0.807231446,0.797618481,0.790625746,0.785847423,0.822871529,0.694905585
DAG(14:0_18:2),0.973448696,1.105734611,1.161405407,1.084083833,1.08743962,1.039944868,1.18136436,0.934849854,1.002171367,1.123893132,1.087495575,1.054938632,0.940908605,0.965900116,0.975261051,1.055195142,1.070141447,1.074085738,1.113340739,1.162470628,1.030174548,0.976156039,0.893046677
DAG(14:0_18:3),0.518915422,0.546476433,0.534358407,0.588302748,0.593573959,0.595555051,0.561617884,0.483774375,0.489495766,0.62807542,0.62575124,0.493970497,0.565421934,0.55671724,0.606602736,0.62828455,0.51222522,0.50234982,0.523919443,0.4935712,0.482244088,0.495329609,0.456608754
DAG(14:0_20:0),0.02585149,0.032814216,0.028572782,0.041209779,0.025127952,0.037116456,0.025876942,0.014482581,0.028919984,0.033402488,0.0341101,0.034999618,0.028595238,0.02511991,0.036425034,0.022055769,0.030559206,0.035481709,0.02140153,0.031998905,0.03560747,0.030048254,0.030966168
DAG(14:0_20:4),0.253352052,0.297553395,0.282535466,0.280204237,0.278248115,0.279775644,0.259758468,0.216894679,0.228260201,0.31746898,0.258570789,0.278028165,0.254784854,0.271216757,0.261868799,0.286689619,0.234375598,0.227380002,0.214129635,0.213872261,0.2668521,0.247379763,0.244165063
DAG(14:0_22:6),0.059496944,0.065945572,0.054511201,0.070309378,0.060388304,0.05860763,0.061273238,0.0543325,0.053686751,0.073816708,0.0686996,0.067425871,0.063178817,0.060985402,0.060378275,0.06686525,0.051747012,0.051356356,0.076902431,0.066541034,0.065646166,0.059989748,0.061402424
DAG(16:0_16:0),6.97845633,11.03432865,9.427149687,10.20552712,10.73078614,11.37454177,10.0884189,8.777179438,8.790087069,9.683773028,10.18029799,8.707738162,8.747396034,9.236137558,9.364896952,9.682773655,9.009504141,9.492410403,9.032510317,7.290586945,8.639533238,8.937739814,8.104349718
DAG(16:0_16:1),1.260246888,2.02164006,1.563758804,1.764602388,1.740029729,1.984099174,1.714969785,1.416994837,1.538887941,1.61363019,1.782822552,1.42242901,1.49841315,1.482437941,1.499480759,1.709412311,1.412336878,1.46690249,1.42413028,1.365644177,1.41320634,1.41662886,1.601365504
DAG(16:0_18:0),2.165571081,2.550141165,2.598891776,2.751975402,2.664159589,2.906281038,2.771410036,2.480756526,2.469602861,2.655931407,2.884157768,2.104017498,2.76910902,2.60147746,2.554511465,2.636376384,2.323833312,2.439595787,2.428577381,2.502572494,2.699451899,2.442089653,2.399959856
DAG(16:0_18:1),16.2898205,18.61772612,17.54216984,17.96986722,18.42046542,19.05241673,18.75367974,16.49428843,17.83566495,16.97028751,18.83993507,18.70620683,15.65953283,17.43097767,17.76351642,15.33387791,18.60585943,21.39710127,16.6194382,16.97220603,18.07841625,18.54375909,17.62286476
DAG(16:0_18:2),17.26906674,20.37168421,23.59826776,22.27053033,20.99926184,20.31714517,21.17649577,18.73323377,19.71928932,20.77434528,21.78818136,20.13460358,20.72807786,21.96053953,20.78910571,23.3946472,19.84502323,20.68403623,20.26741503,21.11678812,19.81112121,19.09854287,18.69459534
DAG(16:0_18:3),3.680602885,4.334710863,4.042517126,4.204430799,4.375530534,4.208626055,4.033324465,3.704394183,3.677319288,4.508906901,4.47626006,3.813202336,4.31157054,3.694712587,3.932954623,4.121795643,3.746791497,3.784874724,4.209932136,3.489570511,4.005043954,3.551836488,3.164059436
DAG(16:0_20:3),2.212575251,2.860666365,2.769566885,2.771097058,2.896950926,2.786201947,2.983401589,2.317547228,2.520359123,2.945625844,2.833265702,2.602238353,2.736714044,2.767515448,2.723170893,3.080688087,2.595889625,2.491207318,2.204936997,2.535175365,2.517308884,2.57104603,2.323243015
DAG(16:0_20:4),2.615377819,3.281852695,3.051009605,3.011625546,3.181542208,3.367013272,3.27396879,2.674456834,2.796093188,3.229348935,3.201554528,3.17089829,2.93079505,3.029793112,2.94998674,3.309709954,3.00066621,2.667903019,2.530185022,2.888097695,2.883797188,3.194456697,2.822143381
DAG(16:0_20:5),0.545729028,0.754785574,0.534960611,0.581252996,0.563616084,0.615470978,0.584933899,0.491658913,0.540485037,0.676269401,0.622560665,0.503618018,0.525159707,0.596145329,0.616763249,0.592818167,0.491367317,0.479948266,0.612187186,0.510770031,0.458592986,0.559197579,0.602558397
DAG(16:0_22:5),1.020743047,1.336865462,1.221122895,1.379010621,1.307304094,1.38269516,1.189926448,1.136829723,1.213159903,1.424558785,1.37579821,1.008085598,1.317553908,1.218128622,1.191145457,1.397949043,1.097497389,1.11070354,1.129379493,1.152484918,1.154544334,1.071171932,1.116921056
DAG(16:0_22:6),0.677440785,0.902333257,0.822536144,0.818158465,0.768269006,0.843536315,0.733801861,0.721630426,0.746942088,0.90837548,0.818294846,0.749840802,0.792976543,0.762403867,0.786407396,0.886512763,0.717934796,0.802718497,0.739943956,0.702762781,0.779945896,0.734520753,0.74005822
DAG(16:1_16:1),0.24682695,0.427205238,0.313314614,0.468449759,0.454720223,0.560862502,0.434874324,0.30108008,0.311764975,0.378114477,0.35200558,0.30089818,0.322616547,0.32637356,0.368726555,0.336281103,0.355617321,0.348094019,0.315648109,0.349285907,0.307915566,0.280762191,0.317158862
DAG(16:1_18:0),0.342646404,0.278299574,0.337860739,0.292932835,0.294537858,0.335771789,0.395422134,0.258493908,0.24680329,0.284921747,0.276412735,0.285703676,0.289683148,0.358042977,0.265719463,0.26934377,0.305887941,0.374357032,0.358058982,0.295610707,0.306608177,0.276064336,0.361094976
DAG(16:1_18:1),1.536226431,1.79105394,1.737206431,1.786117272,1.746482877,1.890704876,1.801748816,1.592358708,1.811761619,1.672350592,1.784816744,1.737803805,1.757657288,1.664781054,1.920303175,1.779724483,1.65977045,1.868203166,1.670031438,1.595894445,1.602455253,1.789579652,1.612183561
DAG(16:1_18:2),1.474404921,1.626689246,1.66026399,1.643957984,1.589927904,1.531861093,1.671528617,1.395497579,1.540235041,1.521440579,1.587055632,1.750093554,1.463181658,1.475521943,1.406967489,1.554532153,1.62920084,1.663157784,1.694154452,1.734187434,1.637616066,1.516763325,1.399893763
DAG(16:1_18:3),0.56469228,0.619629314,0.70454416,0.690353284,0.629236381,0.654402343,0.615524918,0.596956925,0.609142511,0.621525383,0.743761522,0.585114586,0.583471897,0.620527118,0.646843666,0.723984229,0.604534685,0.609180026,0.649917789,0.472179822,0.601819718,0.484219956,0.578260491
DAG(16:1_20:2),0.341422709,0.453664014,0.422069317,0.432346992,0.373308551,0.483336508,0.44833365,0.343242711,0.367626253,0.416329915,0.445694465,0.379838286,0.352264528,0.414321973,0.393346555,0.463720359,0.36633342,0.373035776,0.342604332,0.341788839,0.360501158,0.415490772,0.334480062
DAG(16:1_20:4),0.546694055,0.625704857,0.651842046,0.585097343,0.672495875,0.702629741,0.541258116,0.558012169,0.447238781,0.660446506,0.612413845,0.565494605,0.570453588,0.646918136,0.623719438,0.516548365,0.53753386,0.474956761,0.537139877,0.536759008,0.597126606,0.695330728,0.54529131
DAG(16:1_22:6),0.13049951,0.144300981,0.132286839,0.109498813,0.139805848,0.14966308,0.126221704,0.12981552,0.145392384,0.163859387,0.150322899,0.131616306,0.132530662,0.122797951,0.126968642,0.16054441,0.126199037,0.134539813,0.135251135,0.134334997,0.143110963,0.129676147,0.119932506
DAG(18:0_18:1),2.469729621,3.274668446,3.433431863,3.235369688,3.114810353,3.376222773,3.32309517,2.967589877,3.36055539,3.189969498,3.308394292,3.061504115,3.097074909,3.274583361,3.480550859,3.334856359,2.883708021,3.050816942,3.04264522,2.95997721,3.088635409,3.231606439,3.016954071
DAG(18:0_18:2),4.544353956,4.875192751,5.530375477,5.393462974,4.422326666,4.962181767,5.050077758,4.566015156,4.780140154,5.181027109,5.10855649,4.946630489,4.781104933,4.94121054,4.744450006,5.372000063,4.178240175,4.744475458,5.003388905,4.605143829,4.782940333,4.728376373,4.670208877
DAG(18:0_18:3),2.197635092,2.682647285,2.767817363,2.749422062,2.662815251,2.709307757,2.657286281,2.451446441,2.556316755,2.676649805,2.735870689,2.239287204,2.825370114,2.588677876,2.543759931,2.992451885,2.284220745,2.483970703,2.601485843,2.292034935,2.379694159,2.118816796,2.158846013
DAG(18:0_22:6),0.025987528,0.036835176,0.027912268,0.044880351,0.041602339,0.07300635,0.050473685,0.030113045,0.027317775,0.067484248,0.033052911,0.060672511,0.058006297,0.04241145,0.049487074,0.039956507,0.050779215,0.052719703,0.054701097,0.041920478,0.040945251,0.042860779,0.063112949
DAG(18:1_18:1),23.15969821,26.4553108,24.9995805,24.52721481,24.67673079,26.42284824,26.09396016,22.93309063,25.50930803,23.73043469,24.37811163,24.95673469,22.84176134,25.29785305,27.8396844,24.74663042,25.90326552,25.59873823,22.8142367,23.90384333,22.82461996,25.49668772,25.21604208
DAG(18:1_18:2),37.64941913,38.93345199,41.68847062,41.69418329,37.2830188,38.45248115,42.31381584,33.50576021,36.43175113,40.15334723,37.62230271,41.11513894,36.02503871,38.37370343,33.81464316,39.42863373,39.716127,39.73441331,38.66131167,40.9236695,39.62300608,36.21629759,34.24555819
DAG(18:1_20:1),0.632253692,0.806962339,0.795723189,0.724847537,0.795482764,0.836442739,0.757125735,0.65341825,0.603646322,0.789428387,0.784750112,0.729687819,0.698420211,0.752639185,0.795399777,0.794669202,0.65478261,0.656487585,0.647120107,0.691919327,0.662293223,0.719102592,0.632121269
DAG(18:1_20:2),0.952946341,1.079930274,1.075452757,1.124691126,1.048712525,1.198222226,1.079350069,0.887850169,1.001373321,1.168407419,1.161834999,1.129160836,1.033019685,1.102900313,0.997405727,1.177507638,0.951100168,0.991792361,0.865592993,0.893421671,0.960262434,1.088817006,0.994046578
DAG(18:1_20:3),3.708012209,4.865177757,4.472899759,4.320767316,4.539786299,4.562584639,4.316450128,3.808290306,3.960062689,4.653235091,4.465700433,4.428201252,3.990606916,4.344363095,4.204379709,4.825486051,4.031153125,4.013589465,3.708210814,4.09379768,4.037075707,4.333449178,3.814371938
DAG(18:1_20:4),5.017647538,6.382041587,5.815836817,6.074071122,6.168716248,6.288990887,5.713477287,5.10389587,5.341537157,6.102155303,5.958099358,5.89787319,5.546311438,6.014116723,5.812824644,6.599350188,5.230843266,5.445924723,4.699363735,5.050394288,5.423818885,5.990594326,5.444358228
DAG(18:1_20:5),1.481638369,1.782471501,1.461886425,1.555678879,1.520000433,1.538379086,1.406130483,1.502372527,1.570731169,1.745864794,1.586297771,1.496326727,1.398124226,1.388283737,1.395798057,1.519223342,1.5677662,1.498956283,1.564558344,1.460763589,1.62141726,1.675441806,1.746741885
DAG(18:1_22:4),0.531017855,0.642852816,0.654071818,0.735318743,0.598106433,0.637941803,0.631326319,0.549619407,0.571623311,0.64943623,0.614711069,0.548901412,0.595372901,0.657729467,0.665938202,0.70934817,0.581673454,0.567125857,0.623279654,0.533719285,0.599920555,0.592064136,0.589847624
DAG(18:1_22:5),1.139307475,1.268477233,1.145563434,1.427140787,1.250499415,1.292664902,1.157661089,1.182387058,1.251460422,1.333769762,1.414883041,1.201559425,1.277732785,1.198927971,1.370931061,1.427614392,1.037505586,1.23937409,1.214891932,1.050694374,1.224058655,1.138990372,1.188129371
DAG(18:1_22:6),1.093971207,1.220956666,1.120413863,1.198728073,1.080553216,1.197718948,1.161388684,1.041589538,1.022936219,1.322842067,1.133763521,1.150918802,1.149765112,1.11335279,1.163317457,1.238703693,1.125365528,1.147269207,1.12904843,1.102954059,1.13018441,1.113096989,1.131099862
DAG(18:2_18:3),3.761952651,4.117927378,4.271594392,4.561931908,4.742565506,4.355883151,4.168417408,3.8534018,3.892792767,4.412010424,4.502525366,3.620754383,4.385149348,4.059191786,4.372547548,4.526436782,3.808802817,3.885213136,4.453569184,3.517606111,3.975816659,3.439384775,3.591868304
DAG(18:2_20:3),0.397322224,0.543395594,0.501709451,0.524379808,0.499035388,0.51999811,0.502620762,0.450000416,0.467726277,0.414374954,0.519710577,0.405064219,0.457557907,0.511883761,0.47571184,0.565825788,0.421994577,0.463392226,0.377934842,0.481925721,0.469014759,0.466872216,0.385460912
DAG(18:2_20:4),3.40654494,4.271680738,3.8773889,3.831802561,3.751568526,4.114638206,3.880770652,3.34227998,3.372511106,3.973077953,3.77413397,3.712825289,3.450124727,3.784897904,3.760678316,4.220791528,3.407418747,3.774024384,3.361276076,3.375254237,3.589807172,3.702337829,3.653605618
DAG(18:2_20:5),1.134853082,1.342379012,1.10899922,1.220321387,1.013755239,1.122840479,1.11126677,1.093579891,1.103867665,1.257073943,1.24290292,1.097535135,0.953892325,1.092814302,1.099154709,1.079662603,1.159346036,1.14960819,1.116203796,1.15199248,1.121978483,1.127985344,1.172326964
DAG(18:2_22:4),0.16716022,0.179907411,0.168431823,0.166340009,0.203525146,0.191178373,0.141196353,0.150909119,0.163885872,0.165787654,0.208739055,0.146874207,0.162600491,0.175821018,0.175393852,0.207175491,0.098227867,0.147770668,0.140249007,0.131792922,0.155584058,0.151047836,0.146346459
DAG(18:2_22:5),0.397680224,0.428808772,0.44096255,0.484673809,0.422872515,0.466072868,0.416683726,0.394792295,0.404108459,0.50086288,0.432334555,0.43304933,0.413158115,0.41107337,0.435174474,0.463469765,0.417716463,0.449758672,0.457256196,0.393012122,0.436802389,0.354714709,0.413681621
DAG(20:0_20:0),53.26460954,61.8673784,68.30873471,80.06474813,59.25939427,58.81525064,68.89749026,60.69121862,57.76745803,63.08100267,62.35193794,51.42747271,61.93201573,64.45012908,45.3285445,66.5002323,56.2759131,51.7678857,48.13610654,47.54349302,49.42988896,47.02214559,55.57902637
DCER(16:0),0.138548353,0.143913131,0.168346338,0.209926215,0.155104766,0.167917526,0.136443074,0.183204078,0.17060726,0.138054666,0.190730482,0.164511809,0.147459793,0.154851381,0.166331604,0.172377711,0.152883454,0.116077344,0.163042706,0.172954316,0.149640321,0.163477088,0.142489523
DCER(18:0),0.210337673,0.291003992,0.274253915,0.317408774,0.243176437,0.289128761,0.245010356,0.245063883,0.275567241,0.255268644,0.285570938,0.247375064,0.28293964,0.295301006,0.243488477,0.235860863,0.274216974,0.258057169,0.246525855,0.218255454,0.23158975,0.226760464,0.23216214
DCER(20:0),0.170072479,0.227590783,0.166441374,0.222056836,0.204962309,0.209051153,0.185231379,0.199042366,0.17567868,0.198187008,0.201885275,0.199801797,0.216108794,0.198019967,0.166279284,0.213662705,0.178199418,0.187817483,0.180006589,0.167932988,0.204167506,0.21428605,0.197221774
DCER(20:1),0.021805545,0.023784032,0.026860153,0.0276199,0.037127264,0.035152906,0.022882368,0.023935949,0.026623112,0.018324581,0.029669772,0.027972163,0.025173599,0.035914356,0.030160386,0.035582061,0.018202525,0.01864178,0.011053647,0.018956539,0.025797147,0.026969077,0.021317971
DCER(22:0),1.361919534,1.562685206,1.568662321,1.75697118,1.506568538,1.497721043,1.388022133,1.395199116,1.346948389,1.473122544,1.50013511,1.593287451,1.4917213,1.477512054,1.376867683,1.591801404,1.481631708,1.437464111,1.52111326,1.384746282,1.502652037,1.542118596,1.440121891
DCER(22:1),0.661010285,0.869781413,0.824410422,0.987717792,0.890610274,0.932331927,0.849373365,0.900177213,0.850912046,0.858285938,0.936045305,0.688358437,0.941742062,0.991188553,0.958736571,1.072740641,0.656991576,0.679191605,0.731466255,0.760495014,0.797258919,0.882245175,0.759508721
DCER(24:0),3.706713738,4.083152433,3.959958244,4.690543157,4.12096793,4.091404638,3.753424947,3.846406918,3.675620531,3.814978972,3.849464669,4.336556238,3.713882596,3.673347916,3.619558669,3.958231795,3.847305202,3.803123206,3.936022619,3.774967668,3.974340064,4.081440526,3.626431418
DCER(24:1),0.995562144,1.072895122,1.141309597,1.238313183,1.038506028,0.95215577,0.837108259,1.021257379,0.757171017,1.041428603,0.934292173,1.129775843,0.980458836,0.949517163,0.921779277,1.030259787,1.083599556,1.175557114,1.00874323,0.937757377,1.033708235,1.075776612,0.989698513
DCER(26:0),0.04451051,0.057307926,0.064448428,0.076986156,0.055546498,0.057288042,0.051548823,0.050214628,0.050075298,0.052045063,0.06516574,0.046983693,0.068190454,0.030720855,0.053714121,0.054070966,0.042910906,0.054798964,0.04795783,0.02802641,0.043474532,0.054987491,0.024964617
DCER(26:1),0.050584286,0.050389952,0.064217144,0.073094203,0.072930107,0.062906902,0.077784329,0.065179079,0.052435091,0.074951516,0.071659247,0.059487693,0.081396934,0.063457422,0.074001788,0.065031861,0.049271108,0.051697292,0.049441779,0.054514232,0.068688532,0.070065642,0.041933976
FFA(14:0),4.871438199,4.890578758,4.799611206,5.117766193,4.804111325,5.133695653,5.124944208,4.796415834,4.699358458,4.790340429,4.498638478,4.734008708,4.757700718,4.834449509,4.945589637,4.918542722,4.756292838,4.838119762,5.125379951,4.779292986,4.839430369,4.802193724,5.163157691
FFA(14:1),0.643482381,0.616350097,0.62929511,0.696983242,0.658276776,0.710518433,0.725459766,0.602445428,0.60858859,0.639127173,0.619774744,0.620092547,0.635634176,0.599354962,0.658678472,0.617207189,0.656909373,0.643583015,0.652647005,0.638707101,0.658121135,0.619663145,0.706289387
FFA(16:0),61.30251745,60.40303661,55.22892088,56.94459235,56.07563235,57.89531916,60.82532165,55.57906473,53.21555476,57.49813925,52.81238626,58.04845939,55.21517076,54.94762302,56.48824466,57.18446707,60.53017917,61.15669531,63.778152,58.97225875,60.14279851,60.58546378,63.83285278
