Molecule List Name,Precursor Name,Precursor Mz,Precursor Charge,Product Mz,Product Charge,Explicit Retention Time,Explicit Retention Time Window,Note
LPI,LPI(18:2),595.289,-1,279.233,-1,1.98,0.5,SIL_LPI(17:1)_d7_Lyso
LPI,LPI(18:3),593.273,-1,277.217,-1,1.58,0.5,SIL_LPI(17:1)_d7_Lyso
LPI,LPI(20:0),627.352,-1,311.3,-1,3.07,0.5,SIL_LPI(17:1)_d7_Lyso
LPI,LPI(20:1),625.336,-1,309.28,-1,3.04,0.5,SIL_LPI(17:1)_d7_Lyso
LPI,LPI(20:2),623.32,-1,307.264,-1,2.59,0.5,SIL_LPI(17:1)_d7_Lyso
LPI,LPI(20:3),621.305,-1,305.249,-1,2.22,0.5,SIL_LPI(17:1)_d7_Lyso
LPI,LPI(20:4),619.289,-1,303.233,-1,1.94,0.5,SIL_LPI(17:1)_d7_Lyso
LPI,LPI(20:5),617.273,-1,301.217,-1,1.57,0.5,SIL_LPI(17:1)_d7_Lyso
LPI,LPI(22:4),647.32,-1,331.264,-1,2.35,0.5,SIL_LPI(17:1)_d7_Lyso
LPI,LPI(22:5),645.305,-1,329.249,-1,2.07,0.5,SIL_LPI(17:1)_d7_Lyso
LPI,LPI(22:6),643.289,-1,327.233,-1,1.41,0.5,SIL_LPI(17:1)_d7_Lyso
LPI,SIL_LPI(17:1)_d7_Lyso,583.289,-1,267.233,-1,2.1,0.5,NA
LPS,LPS(14:0),468.233,-1,227.202,-1,2.28,0.5,SIL_LPS(17:1)_d7_Lyso
LPS,LPS(16:0),496.268,-1,255.233,-1,2.94,0.5,SIL_LPS(17:1)_d7_Lyso
LPS,LPS(16:1),494.252,-1,253.217,-1,2.53,0.5,SIL_LPS(17:1)_d7_Lyso
LPS,LPS(18:0),524.299,-1,283.264,-1,3.65,0.5,SIL_LPS(17:1)_d7_Lyso
LPS,LPS(18:1),522.284,-1,281.249,-1,3.08,0.5,SIL_LPS(17:1)_d7_Lyso
LPS,LPS(18:2),520.268,-1,279.233,-1,2.42,0.5,SIL_LPS(17:1)_d7_Lyso
LPS,LPS(18:3),518.252,-1,277.217,-1,2.42,0.5,SIL_LPS(17:1)_d7_Lyso
LPS,LPS(20:0),552.331,-1,311.3,-1,3.98,0.5,SIL_LPS(17:1)_d7_Lyso
LPS,LPS(20:1),550.315,-1,309.28,-1,4.29,0.5,SIL_LPS(17:1)_d7_Lyso
LPS,LPS(20:2),548.299,-1,307.264,-1,3.77,0.5,SIL_LPS(17:1)_d7_Lyso
LPS,LPS(20:3),546.284,-1,305.249,-1,3.81,0.5,SIL_LPS(17:1)_d7_Lyso
LPS,LPS(20:4),544.268,-1,303.233,-1,2.94,0.5,SIL_LPS(17:1)_d7_Lyso
LPS,LPS(20:5),542.252,-1,301.217,-1,2.56,0.5,SIL_LPS(17:1)_d7_Lyso
LPS,LPS(22:4),572.299,-1,331.264,-1,4.47,0.5,SIL_LPS(17:1)_d7_Lyso
LPS,LPS(22:5),570.284,-1,329.249,-1,4.18,0.5,SIL_LPS(17:1)_d7_Lyso
LPS,LPS(22:6),568.268,-1,327.233,-1,4.11,0.5,SIL_LPS(17:1)_d7_Lyso
LPS,SIL_LPS(17:1)_d7_Lyso,508.268,-1,267.233,-1,2.1,0.5,NA
MAG,MAG(14:0),303.3,1,211.2,1,3.07,0.5,SIL_MAG(18:1)_d7
MAG,MAG(14:1),301.3,1,209.2,1,2.61,0.5,SIL_MAG(18:1)_d7
MAG,MAG(16:0),331.3,1,239.2,1,3.79,0.5,SIL_MAG(18:1)_d7
MAG,MAG(16:1),329.3,1,237.2,1,3.22,0.5,SIL_MAG(18:1)_d7
MAG,MAG(18:0),359.3,1,267.3,1,4.2,0.5,SIL_MAG(18:1)_d7
MAG,MAG(18:1),357.3,1,265.3,1,3.87,0.5,SIL_MAG(18:1)_d7
MAG,MAG(18:2),355.3,1,263.2,1,3.41,0.5,SIL_MAG(18:1)_d7
MAG,MAG(18:3),353.3,1,261.2,1,2.98,0.5,SIL_MAG(18:1)_d7
MAG,MAG(20:0),387.4,1,295.3,1,4.92,0.5,SIL_MAG(18:1)_d7
MAG,MAG(20:1),385.3,1,293.3,1,4.37,0.5,SIL_MAG(18:1)_d7
MAG,MAG(20:2),383.3,1,291.3,1,3.99,0.5,SIL_MAG(18:1)_d7
MAG,MAG(20:3),381.3,1,289.3,1,3.64,0.5,SIL_MAG(18:1)_d7
MAG,MAG(20:4),379.3,1,287.2,1,3.35,0.5,SIL_MAG(18:1)_d7
MAG,MAG(22:0),415.4,1,323.3,1,5.09,0.5,SIL_MAG(18:1)_d7
MAG,MAG(22:1),413.4,1,321.3,1,4.98,0.5,SIL_MAG(18:1)_d7
MAG,MAG(22:2),411.4,1,319.3,1,4.7,0.5,SIL_MAG(18:1)_d7
MAG,MAG(22:3),409.3,1,317.3,1,4.1,0.5,SIL_MAG(18:1)_d7
MAG,MAG(22:4),407.3,1,315.3,1,3.84,0.5,SIL_MAG(18:1)_d7
MAG,MAG(22:5),405.3,1,313.3,1,3.44,0.5,SIL_MAG(18:1)_d7
MAG,MAG(22:6),403.3,1,311.2,1,3.24,0.5,SIL_MAG(18:1)_d7
MAG,SIL_MAG(18:1)_d7_SPLASH,364.3,1,254.3,1,3.86,0.5,NA
PC,PC(14:0_14:0),736.513,-1,227.202,-1,5.64,0.5,SIL_PC(15:0_18:1)_d7_SPLASH
PC,PC(14:0_18:1),790.56,-1,281.249,-1,6.67,0.5,SIL_PC(15:0_18:1)_d7_SPLASH
PC,PC(14:0_18:2),788.545,-1,279.233,-1,5.96,0.5,SIL_PC(15:0_18:1)_d7_SPLASH
PC,PC(14:0_18:3),786.529,-1,277.217,-1,5.42,0.5,SIL_PC(15:0_18:1)_d7_SPLASH
PC,PC(14:0_20:1),818.592,-1,309.28,-1,7.67,0.5,SIL_PC(15:0_18:1)_d7_SPLASH
PC,PC(14:0_20:2),816.576,-1,307.264,-1,6.84,0.5,SIL_PC(15:0_18:1)_d7_SPLASH
PC,PC(14:0_20:3),814.56,-1,305.249,-1,6.21,0.5,SIL_PC(15:0_18:1)_d7_SPLASH
PC,PC(14:0_20:4),812.545,-1,303.233,-1,5.88,0.5,SIL_PC(15:0_18:1)_d7_SPLASH
PC,PC(14:0_20:5),810.529,-1,301.217,-1,5.36,0.5,SIL_PC(15:0_18:1)_d7_SPLASH
PC,PC(14:0_22:4),840.576,-1,331.264,-1,6.51,0.5,SIL_PC(15:0_18:1)_d7_SPLASH
PC,PC(14:0_22:5),838.56,-1,329.249,-1,5.9,0.5,SIL_PC(15:0_18:1)_d7_SPLASH
PC,PC(14:0_22:6),836.545,-1,327.233,-1,5.67,0.5,SIL_PC(15:0_18:1)_d7_SPLASH
PC,PC(14:1_14:1),732.5,-1,225.2,-1,6.2,0.5,SIL_PC(15:0_18:1)_d7_SPLASH
PC,PC(16:0_14:0),764.545,-1,227.202,-1,6.52,0.5,SIL_PC(16:0_16:1)_d9_Lipidyzer
PC,PC(16:0_16:0),792.576,-1,255.233,-1,7.67,0.5,SIL_PC(16:0_16:1)_d9_Lipidyzer
PC,PC(16:0_16:1),790.56,-1,253.217,-1,6.69,0.5,SIL_PC(16:0_16:1)_d9_Lipidyzer
PC,PC(16:0_18:0),820.607,-1,283.264,-1,9,0.5,SIL_PC(16:0_18:1)_d9_Lipidyzer
PC,PC(16:0_18:1),818.592,-1,281.249,-1,7.81,0.5,SIL_PC(16:0_18:1)_d9_Lipidyzer
PC,PC(16:0_18:2),816.576,-1,279.233,-1,6.97,0.5,SIL_PC(16:0_18:2)_d9_Lipidyzer
PC,PC(16:0_18:3),814.56,-1,277.217,-1,6.43,0.5,SIL_PC(16:0_18:3)_d9_Lipidyzer
PC,PC(16:0_20:1),846.623,-1,309.28,-1,9.05,0.5,SIL_PC(16:0_20:3)_d9_Lipidyzer
PC,PC(16:0_20:2),844.607,-1,307.264,-1,8.01,0.5,SIL_PC(16:0_20:3)_d9_Lipidyzer
PC,PC(16:0_20:3),842.592,-1,305.249,-1,7.26,0.5,SIL_PC(16:0_20:3)_d9_Lipidyzer
PC,PC(16:0_20:4),840.576,-1,303.233,-1,6.84,0.5,SIL_PC(16:0_20:4)_d9_Lipidyzer
PC,PC(16:0_20:5),838.56,-1,301.217,-1,6.2,0.5,SIL_PC(16:0_20:5)_d9_Lipidyzer
PC,PC(16:0_22:4),868.607,-1,331.264,-1,7.64,0.5,SIL_PC(16:0_22:4)_d9_Lipidyzer
PC,PC(16:0_22:5),866.592,-1,329.249,-1,6.88,0.5,SIL_PC(16:0_22:5)_d9_Lipidyzer
PC,PC(16:0_22:6),864.576,-1,327.233,-1,6.6,0.5,SIL_PC(16:0_22:6)_d9_Lipidyzer
PC,PC(16:1_18:1),816.576,-1,281.249,-1,6.84,0.5,SIL_PC(16:0_18:1)_d9_Lipidyzer
PC,PC(16:1_18:2),814.56,-1,253.217,-1,6.08,0.5,SIL_PC(16:0_18:2)_d9_Lipidyzer
PC,PC(18:0_14:0),792.576,-1,227.202,-1,7.66,0.5,SIL_PC(16:0_16:1)_d9_Lipidyzer
PC,PC(18:0_16:1),818.592,-1,253.217,-1,7.87,0.5,SIL_PC(16:0_16:1)_d9_Lipidyzer
PC,PC(18:0_18:0),848.639,-1,283.264,-1,9.1,0.5,SIL_PC(16:0_18:1)_d9_Lipidyzer
PC,PC(18:0_18:1),846.623,-1,281.249,-1,9.09,0.5,SIL_PC(16:0_18:1)_d9_Lipidyzer
PC,PC(18:0_18:2),844.607,-1,279.233,-1,8.12,0.5,SIL_PC(16:0_18:2)_d9_Lipidyzer
PC,PC(18:0_18:3),842.592,-1,277.217,-1,7.32,0.5,SIL_PC(16:0_18:3)_d9_Lipidyzer
PC,PC(18:0_20:0),876.67,-1,283.264,-1,9.42,0.5,SIL_PC(16:0_20:3)_d9_Lipidyzer
PC,PC(18:0_20:1),874.654,-1,309.28,-1,9.41,0.5,SIL_PC(16:0_20:3)_d9_Lipidyzer
PC,PC(18:0_20:2),872.639,-1,307.264,-1,9.18,0.5,SIL_PC(16:0_20:3)_d9_Lipidyzer
PC,PC(18:0_20:3),870.623,-1,305.249,-1,8.5,0.5,SIL_PC(16:0_20:3)_d9_Lipidyzer
PC,PC(18:0_20:4),868.607,-1,303.233,-1,7.98,0.5,SIL_PC(16:0_20:4)_d9_Lipidyzer
PC,PC(18:0_20:5),866.592,-1,301.217,-1,7.22,0.5,SIL_PC(16:0_20:5)_d9_Lipidyzer
PC,PC(18:0_22:4),896.639,-1,331.264,-1,8.94,0.5,SIL_PC(16:0_22:4)_d9_Lipidyzer
PC,PC(18:0_22:5),894.623,-1,329.249,-1,8.08,0.5,SIL_PC(16:0_22:5)_d9_Lipidyzer
PC,PC(18:0_22:6),892.607,-1,327.233,-1,7.7,0.5,SIL_PC(16:0_22:6)_d9_Lipidyzer
PC,PC(18:1_18:1),844.607,-1,281.249,-1,7.96,0.5,SIL_PC(16:0_18:1)_d9_Lipidyzer
PC,PC(18:1_18:2),842.592,-1,279.233,-1,7.08,0.5,SIL_PC(16:0_18:2)_d9_Lipidyzer
PC,PC(18:1_18:3),840.576,-1,277.217,-1,6.4,0.5,SIL_PC(16:0_18:3)_d9_Lipidyzer
PC,PC(18:1_20:1),872.639,-1,309.28,-1,9.12,0.5,SIL_PC(16:0_20:3)_d9_Lipidyzer
PC,PC(18:1_20:2),870.623,-1,307.264,-1,8.16,0.5,SIL_PC(16:0_20:3)_d9_Lipidyzer
PC,PC(18:1_20:3),868.607,-1,305.249,-1,7.4,0.5,SIL_PC(16:0_20:3)_d9_Lipidyzer
PC,PC(18:1_20:4),866.592,-1,303.233,-1,6.91,0.5,SIL_PC(16:0_20:4)_d9_Lipidyzer
PC,PC(18:1_20:5),864.576,-1,301.217,-1,6.32,0.5,SIL_PC(16:0_20:5)_d9_Lipidyzer
PC,PC(18:1_22:4),894.623,-1,331.264,-1,7.76,0.5,SIL_PC(16:0_22:4)_d9_Lipidyzer
PC,PC(18:1_22:5),892.607,-1,329.249,-1,7.14,0.5,SIL_PC(16:0_22:5)_d9_Lipidyzer
PC,PC(18:1_22:6),890.592,-1,327.233,-1,6.7,0.5,SIL_PC(16:0_22:6)_d9_Lipidyzer
PC,PC(18:2_16:1),814.56,-1,279.233,-1,6.09,0.5,SIL_PC(16:0_16:1)_d9_Lipidyzer
PC,PC(18:2_18:2),840.576,-1,279.233,-1,6.31,0.5,SIL_PC(16:0_18:2)_d9_Lipidyzer
PC,PC(18:2_18:3),838.56,-1,277.217,-1,5.7,0.5,SIL_PC(16:0_18:3)_d9_Lipidyzer
PC,PC(18:2_20:1),870.623,-1,309.28,-1,8.22,0.5,SIL_PC(16:0_20:3)_d9_Lipidyzer
PC,PC(18:2_20:2),868.607,-1,307.264,-1,7.24,0.5,SIL_PC(16:0_20:3)_d9_Lipidyzer
PC,PC(18:2_20:3),866.592,-1,305.249,-1,6.58,0.5,SIL_PC(16:0_20:3)_d9_Lipidyzer
PC,PC(18:2_20:4),864.576,-1,303.233,-1,6.17,0.5,SIL_PC(16:0_20:4)_d9_Lipidyzer
PC,PC(18:2_20:5),862.56,-1,301.217,-1,5.63,0.5,SIL_PC(16:0_20:5)_d9_Lipidyzer
PC,PC(18:2_22:4),892.607,-1,331.264,-1,6.91,0.5,SIL_PC(16:0_22:4)_d9_Lipidyzer
PC,PC(18:2_22:5),890.592,-1,329.249,-1,6.22,0.5,SIL_PC(16:0_22:5)_d9_Lipidyzer
PC,PC(18:2_22:6),888.576,-1,327.233,-1,5.97,0.5,SIL_PC(16:0_22:6)_d9_Lipidyzer
PC,PC(20:0_16:1),846.623,-1,253.217,-1,9.06,0.5,SIL_PC(16:0_16:1)_d9_Lipidyzer
PC,PC(20:0_18:1),874.654,-1,281.249,-1,9.42,0.5,SIL_PC(16:0_18:1)_d9_Lipidyzer
PC,PC(20:0_18:3),870.623,-1,277.217,-1,8.7,0.5,SIL_PC(16:0_18:3)_d9_Lipidyzer
PC,PC(20:0_20:1),902.685,-1,309.28,-1,9.64,0.5,SIL_PC(16:0_20:3)_d9_Lipidyzer
PC,PC(20:0_20:2),900.67,-1,307.264,-1,9.46,0.5,SIL_PC(16:0_20:3)_d9_Lipidyzer
PC,PC(20:0_20:3),898.654,-1,305.249,-1,9.3,0.5,SIL_PC(16:0_20:3)_d9_Lipidyzer
PC,PC(20:0_20:4),896.639,-1,303.233,-1,9.16,0.5,SIL_PC(16:0_20:4)_d9_Lipidyzer
PC,PC(20:0_20:5),894.623,-1,301.217,-1,9.26,0.5,SIL_PC(16:0_20:5)_d9_Lipidyzer
PC,PC(20:0_22:4),924.67,-1,331.264,-1,9.38,0.5,SIL_PC(16:0_22:4)_d9_Lipidyzer
PC,PC(20:0_22:5),922.654,-1,329.249,-1,9.17,0.5,SIL_PC(16:0_22:5)_d9_Lipidyzer
PC,PC(20:0_22:6),920.639,-1,327.233,-1,9.04,0.5,SIL_PC(16:0_22:6)_d9_Lipidyzer
PC,SIL_PC(15:0_18:1)_d7_SPLASH,811.625,-1,288.298,-1,7.18,0.5,NA
PC,SIL_PC(16:0_16:1)_d9_Lipidyzer,799.7,-1,253.2,-1,6.66,0.5,NA
PC,SIL_PC(16:0_18:1)_d9_Lipidyzer,827.6,-1,281.2,-1,7.76,0.5,NA
PC,SIL_PC(16:0_18:2)_d9_Lipidyzer,825.6,-1,279.2,-1,6.9,0.5,NA
PC,SIL_PC(16:0_18:3)_d9_Lipidyzer,823.6,-1,277.2,-1,6.21,0.5,NA
PC,SIL_PC(16:0_20:3)_d9_Lipidyzer,851.6,-1,305.2,-1,7.21,0.5,NA
PC,SIL_PC(16:0_20:4)_d9_Lipidyzer,849.6,-1,303.2,-1,6.8,0.5,NA
PC,SIL_PC(16:0_20:5)_d9_Lipidyzer,847.6,-1,301.2,-1,6.14,0.5,NA
PC,SIL_PC(16:0_22:4)_d9_Lipidyzer,877.6,-1,331.2,-1,7.63,0.5,NA
PC,SIL_PC(16:0_22:5)_d9_Lipidyzer,875.6,-1,329.2,-1,6.83,0.5,NA
PC,SIL_PC(16:0_22:6)_d9_Lipidyzer,873.6,-1,327.2,-1,6.55,0.5,NA
PE,PE(14:0_14:0),634.445,-1,227.202,-1,8.12,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(14:0_16:1),660.461,-1,253.217,-1,5.97,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(14:0_18:1),688.492,-1,281.249,-1,6.86,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(14:0_18:2),686.477,-1,279.233,-1,6.17,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(14:0_18:3),684.461,-1,277.217,-1,5.74,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(14:0_20:1),716.524,-1,309.28,-1,7.99,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(14:0_20:2),714.508,-1,307.264,-1,7.08,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(14:0_20:3),712.492,-1,305.249,-1,6.35,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(14:0_20:4),710.477,-1,303.233,-1,6.05,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(14:0_20:5),708.461,-1,301.217,-1,5.8,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(14:0_22:4),738.508,-1,331.264,-1,6.86,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(14:0_22:5),736.492,-1,329.249,-1,6.22,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(14:0_22:6),734.477,-1,327.233,-1,6.2,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(14:1_14:1),630.4,-1,225.2,-1,5.08,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(16:0_14:0),662.477,-1,255.233,-1,5.63,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(16:0_16:0),690.508,-1,255.233,-1,7.97,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(16:0_16:1),688.492,-1,253.217,-1,6.91,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(16:0_18:1),716.524,-1,281.249,-1,8.09,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(16:0_18:2),714.508,-1,279.233,-1,7.19,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(16:0_18:3),712.492,-1,277.217,-1,6.48,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(16:0_20:1),744.555,-1,309.28,-1,9.16,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(16:0_20:2),742.539,-1,307.264,-1,8.25,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(16:0_20:3),740.524,-1,305.249,-1,7.53,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(16:0_20:4),738.508,-1,303.233,-1,7,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(16:0_20:5),736.492,-1,301.217,-1,6.41,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(16:0_22:4),766.539,-1,331.264,-1,7.88,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(16:0_22:5),764.524,-1,329.249,-1,7.13,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(16:0_22:6),762.508,-1,327.233,-1,6.82,0.5,SIL_PE(15:0_18:1)_d7_SPLASH
PE,PE(18:0_14:0),690.508,-1,283.264,-1,7.86,0.5,SIL_PE(18:0_18:1)_d5_Lipidyzer
PE,PE(18:0_16:0),718.539,-1,283.264,-1,9.14,0.5,SIL_PE(18:0_18:1)_d5_Lipidyzer
PE,PE(18:0_16:1),716.524,-1,283.264,-1,8.06,0.5,SIL_PE(18:0_18:1)_d5_Lipidyzer
PE,PE(18:0_18:0),746.57,-1,283.264,-1,9.2,0.5,SIL_PE(18:0_18:1)_d5_Lipidyzer
PE,PE(18:0_18:1),744.555,-1,281.249,-1,9.19,0.5,SIL_PE(18:0_18:1)_d5_Lipidyzer
PE,PE(18:0_18:2),742.539,-1,279.233,-1,8.4,0.5,SIL_PE(18:0_18:2)_d5_Lipidyzer
PE,PE(18:0_18:3),740.524,-1,277.217,-1,7.54,0.5,SIL_PE(18:0_18:3)_d5_Lipidyzer
PE,PE(18:0_20:1),772.586,-1,309.28,-1,9.46,0.5,SIL_PE(18:0_20:3)_d5_Lipidyzer
PE,PE(18:0_20:2),770.57,-1,307.264,-1,9.22,0.5,SIL_PE(18:0_20:3)_d5_Lipidyzer
PE,PE(18:0_20:3),768.555,-1,305.249,-1,8.77,0.5,SIL_PE(18:0_20:3)_d5_Lipidyzer
PE,PE(18:0_20:4),766.539,-1,303.233,-1,8.26,0.5,SIL_PE(18:0_20:4)_d5_Lipidyzer
PE,PE(18:0_20:5),764.524,-1,301.217,-1,7.44,0.5,SIL_PE(18:0_20:5)_d5_Lipidyzer
PE,PE(18:0_22:4),794.57,-1,331.264,-1,9.13,0.5,SIL_PE(18:0_22:5)_d5_Lipidyzer
PE,PE(18:0_22:5),792.555,-1,329.249,-1,8.32,0.5,SIL_PE(18:0_22:5)_d5_Lipidyzer
PE,PE(18:0_22:6),790.539,-1,327.233,-1,7.98,0.5,SIL_PE(18:0_22:6)_d5_Lipidyzer
PE,PE(18:1_16:1),714.508,-1,281.249,-1,6.99,0.5,SIL_PE(18:0_18:1)_d5_Lipidyzer
PE,PE(18:1_18:1),742.539,-1,281.249,-1,8.15,0.5,SIL_PE(18:0_18:1)_d5_Lipidyzer
PE,PE(18:1_18:2),740.524,-1,279.233,-1,7.26,0.5,SIL_PE(18:0_18:2)_d5_Lipidyzer
PE,PE(18:1_18:3),738.508,-1,277.217,-1,6.57,0.5,SIL_PE(18:0_18:3)_d5_Lipidyzer
PE,PE(18:1_20:1),770.57,-1,309.28,-1,9.21,0.5,SIL_PE(18:0_20:3)_d5_Lipidyzer
PE,PE(18:1_20:2),768.555,-1,307.264,-1,8.41,0.5,SIL_PE(18:0_20:3)_d5_Lipidyzer
PE,PE(18:1_20:3),766.539,-1,305.249,-1,7.62,0.5,SIL_PE(18:0_20:3)_d5_Lipidyzer
PE,PE(18:1_20:4),764.524,-1,303.233,-1,7.14,0.5,SIL_PE(18:0_20:4)_d5_Lipidyzer
PE,PE(18:1_20:5),762.508,-1,301.217,-1,6.51,0.5,SIL_PE(18:0_20:5)_d5_Lipidyzer
PE,PE(18:1_22:4),792.555,-1,331.264,-1,8.02,0.5,SIL_PE(18:0_22:5)_d5_Lipidyzer
PE,PE(18:1_22:5),790.539,-1,329.249,-1,7.23,0.5,SIL_PE(18:0_22:5)_d5_Lipidyzer
PE,PE(18:1_22:6),788.524,-1,327.233,-1,6.94,0.5,SIL_PE(18:0_22:6)_d5_Lipidyzer
PE,PE(18:2_16:1),712.492,-1,279.233,-1,8.35,0.5,SIL_PE(18:0_18:1)_d5_Lipidyzer
PE,PE(18:2_18:2),738.508,-1,279.233,-1,6.5,0.5,SIL_PE(18:0_18:2)_d5_Lipidyzer
PE,PE(18:2_18:3),736.492,-1,277.217,-1,5.88,0.5,SIL_PE(18:0_18:3)_d5_Lipidyzer
PE,PE(18:2_20:1),768.555,-1,309.28,-1,8.44,0.5,SIL_PE(18:0_20:3)_d5_Lipidyzer
PE,PE(18:2_20:2),766.539,-1,307.264,-1,7.49,0.5,SIL_PE(18:0_20:3)_d5_Lipidyzer
PE,PE(18:2_20:3),764.524,-1,305.249,-1,6.78,0.5,SIL_PE(18:0_20:3)_d5_Lipidyzer
PE,PE(18:2_20:4),762.508,-1,303.233,-1,6.36,0.5,SIL_PE(18:0_20:4)_d5_Lipidyzer
PE,PE(18:2_20:5),760.492,-1,301.217,-1,5.84,0.5,SIL_PE(18:0_20:5)_d5_Lipidyzer
PE,PE(18:2_22:4),790.539,-1,331.264,-1,7.16,0.5,SIL_PE(18:0_22:5)_d5_Lipidyzer
PE,PE(18:2_22:5),788.524,-1,329.249,-1,6.38,0.5,SIL_PE(18:0_22:5)_d5_Lipidyzer
PE,PE(18:2_22:6),786.508,-1,327.233,-1,6.14,0.5,SIL_PE(18:0_22:6)_d5_Lipidyzer
PE,PE(O-16:0_16:0),676.529,-1,255.233,-1,8.76,0.5,SIL_PE(18:0_18:1)_d5_Lipidyzer
PE,PE(O-16:0_16:1),674.513,-1,253.217,-1,7.69,0.5,SIL_PE(18:0_18:1)_d5_Lipidyzer
PE,PE(O-16:0_18:0),704.56,-1,283.264,-1,9.36,0.5,SIL_PE(18:0_18:1)_d5_Lipidyzer
PE,PE(O-16:0_18:1),702.544,-1,281.249,-1,8.94,0.5,SIL_PE(18:0_18:1)_d5_Lipidyzer
PE,PE(O-16:0_18:2),700.529,-1,279.233,-1,7.93,0.5,SIL_PE(18:0_18:2)_d5_Lipidyzer
PE,PE(O-16:0_18:3),698.513,-1,277.217,-1,7,0.5,SIL_PE(18:0_18:3)_d5_Lipidyzer
PE,PE(O-16:0_20:1),730.576,-1,309.28,-1,9.38,0.5,SIL_PE(18:0_20:3)_d5_Lipidyzer
PE,PE(O-16:0_20:2),728.56,-1,307.264,-1,9.16,0.5,SIL_PE(18:0_20:3)_d5_Lipidyzer
PE,PE(O-16:0_20:3),726.544,-1,305.249,-1,8.3,0.5,SIL_PE(18:0_20:3)_d5_Lipidyzer
PE,PE(O-16:0_20:4),724.529,-1,303.233,-1,7.81,0.5,SIL_PE(18:0_20:4)_d5_Lipidyzer
PE,PE(O-16:0_20:5),722.513,-1,301.217,-1,7.57,0.5,SIL_PE(18:0_20:5)_d5_Lipidyzer
PE,PE(O-16:0_22:4),752.56,-1,331.264,-1,8.69,0.5,SIL_PE(18:0_22:5)_d5_Lipidyzer
PE,PE(O-16:0_22:5),750.544,-1,329.249,-1,7.85,0.5,SIL_PE(18:0_22:5)_d5_Lipidyzer
PE,PE(O-16:0_22:6),748.529,-1,327.233,-1,7.55,0.5,SIL_PE(18:0_22:6)_d5_Lipidyzer
PE,PE(O-18:0_16:0),704.56,-1,255.233,-1,8.44,0.5,SIL_PE(18:0_18:1)_d5_Lipidyzer
PE,PE(O-18:0_16:1),702.544,-1,253.217,-1,7.39,0.5,SIL_PE(18:0_18:1)_d5_Lipidyzer
PE,PE(O-18:0_18:0),732.591,-1,283.264,-1,9.39,0.5,SIL_PE(18:0_18:1)_d5_Lipidyzer
PE,PE(O-18:0_18:1),730.576,-1,281.249,-1,8.68,0.5,SIL_PE(18:0_18:1)_d5_Lipidyzer
PE,PE(O-18:0_18:2),728.56,-1,279.233,-1,7.79,0.5,SIL_PE(18:0_18:2)_d5_Lipidyzer
PE,PE(O-18:0_18:3),726.544,-1,277.217,-1,6.99,0.5,SIL_PE(18:0_18:3)_d5_Lipidyzer
PE,PE(O-18:0_20:1),758.607,-1,309.28,-1,9.33,0.5,SIL_PE(18:0_20:3)_d5_Lipidyzer
PE,PE(O-18:0_20:2),756.591,-1,307.264,-1,9.11,0.5,SIL_PE(18:0_20:3)_d5_Lipidyzer
PE,PE(O-18:0_20:3),754.576,-1,305.249,-1,7.96,0.5,SIL_PE(18:0_20:3)_d5_Lipidyzer
PE,PE(O-18:0_20:4),752.56,-1,303.233,-1,7.51,0.5,SIL_PE(18:0_20:4)_d5_Lipidyzer
PE,PE(O-18:0_20:5),750.544,-1,301.217,-1,6.84,0.5,SIL_PE(18:0_20:5)_d5_Lipidyzer
PE,PE(O-18:0_22:4),780.591,-1,331.264,-1,9.33,0.5,SIL_PE(18:0_22:5)_d5_Lipidyzer
